Plot_ID,KC,KR,Date,NDVI,Column,Range,Merge_id
18MP_105,11,13,5/22/18,0.722,11,13,C11_R13
18MP_105,11,13,6/6/18,0.302,11,13,C11_R13
18MP_116,11,14,5/22/18,0.741,11,14,C11_R14
18MP_116,11,14,6/6/18,0.281,11,14,C11_R14
18MP_125,11,15,5/22/18,0.74,11,15,C11_R15
18MP_125,11,15,6/6/18,0.321,11,15,C11_R15
18MP_206,11,16,5/22/18,0.745,11,16,C11_R16
18MP_206,11,16,6/6/18,0.295,11,16,C11_R16
18MP_215,11,17,5/22/18,0.75,11,17,C11_R17
18MP_215,11,17,6/6/18,0.365,11,17,C11_R17
18MP_226,11,18,5/22/18,0.721,11,18,C11_R18
18MP_226,11,18,6/6/18,0.356,11,18,C11_R18
18MP_0,11,19,5/22/18,0.729,11,19,C11_R19
18MP_0,11,19,6/6/18,0.278,11,19,C11_R19
18MP_110,11,20,5/22/18,0.688,11,20,C11_R20
18MP_110,11,20,6/6/18,0.3,11,20,C11_R20
18MP_111,11,21,5/22/18,0.739,11,21,C11_R21
18MP_111,11,21,6/6/18,0.323,11,21,C11_R21
18MP_0,11,22,5/22/18,0.735,11,22,C11_R22
18MP_0,11,22,6/6/18,0.262,11,22,C11_R22
18MP_106,12,1,5/22/18,0.629,12,1,C12_R1
18MP_106,12,1,6/6/18,0.234,12,1,C12_R1
18MP_115,12,2,5/22/18,0.621,12,2,C12_R2
18MP_115,12,2,6/6/18,0.234,12,2,C12_R2
18MP_126,12,3,5/22/18,0.599,12,3,C12_R3
18MP_126,12,3,6/6/18,0.224,12,3,C12_R3
18MP_135,12,4,5/22/18,0.594,12,4,C12_R4
18MP_135,12,4,6/6/18,0.241,12,4,C12_R4
18MP_206,12,5,5/22/18,0.683,12,5,C12_R5
18MP_206,12,5,6/6/18,0.289,12,5,C12_R5
18MP_215,12,6,5/22/18,0.614,12,6,C12_R6
18MP_215,12,6,6/6/18,0.252,12,6,C12_R6
18MP_226,12,7,5/22/18,0.684,12,7,C12_R7
18MP_226,12,7,6/6/18,0.26,12,7,C12_R7
18MP_235,12,8,5/22/18,0.642,12,8,C12_R8
18MP_235,12,8,6/6/18,0.289,12,8,C12_R8
18MP_306,12,9,5/22/18,0.667,12,9,C12_R9
18MP_306,12,9,6/6/18,0.307,12,9,C12_R9
18MP_315,12,10,5/22/18,0.765,12,10,C12_R10
18MP_315,12,10,6/6/18,0.349,12,10,C12_R10
18MP_326,12,11,5/22/18,0.702,12,11,C12_R11
18MP_326,12,11,6/6/18,0.266,12,11,C12_R11
18MP_335,12,12,5/22/18,0.705,12,12,C12_R12
18MP_335,12,12,6/6/18,0.306,12,12,C12_R12
18MP_106,12,13,5/22/18,0.711,12,13,C12_R13
18MP_106,12,13,6/6/18,0.278,12,13,C12_R13
18MP_115,12,14,5/22/18,0.685,12,14,C12_R14
18MP_115,12,14,6/6/18,0.279,12,14,C12_R14
18MP_126,12,15,5/22/18,0.682,12,15,C12_R15
18MP_126,12,15,6/6/18,0.319,12,15,C12_R15
18MP_205,12,16,5/22/18,0.728,12,16,C12_R16
18MP_205,12,16,6/6/18,0.325,12,16,C12_R16
18MP_216,12,17,5/22/18,0.725,12,17,C12_R17
18MP_216,12,17,6/6/18,0.307,12,17,C12_R17
18MP_225,12,18,5/22/18,0.725,12,18,C12_R18
18MP_225,12,18,6/6/18,0.337,12,18,C12_R18
18MP_0,12,19,5/22/18,0.719,12,19,C12_R19
18MP_0,12,19,6/6/18,0.282,12,19,C12_R19
18MP_201,12,20,5/22/18,0.711,12,20,C12_R20
18MP_201,12,20,6/6/18,0.332,12,20,C12_R20
18MP_220,12,21,5/22/18,0.722,12,21,C12_R21
18MP_220,12,21,6/6/18,0.318,12,21,C12_R21
18MP_0,12,22,5/22/18,0.702,12,22,C12_R22
18MP_0,12,22,6/6/18,0.274,12,22,C12_R22
18MP_106,13,1,5/22/18,0.654,13,1,C13_R1
18MP_106,13,1,6/6/18,0.237,13,1,C13_R1
18MP_115,13,2,5/22/18,0.634,13,2,C13_R2
18MP_115,13,2,6/6/18,0.223,13,2,C13_R2
18MP_126,13,3,5/22/18,0.611,13,3,C13_R3
18MP_126,13,3,6/6/18,0.234,13,3,C13_R3
18MP_135,13,4,5/22/18,0.584,13,4,C13_R4
18MP_135,13,4,6/6/18,0.253,13,4,C13_R4
18MP_206,13,5,5/22/18,0.671,13,5,C13_R5
18MP_206,13,5,6/6/18,0.287,13,5,C13_R5
18MP_215,13,6,5/22/18,0.621,13,6,C13_R6
18MP_215,13,6,6/6/18,0.251,13,6,C13_R6
18MP_226,13,7,5/22/18,0.706,13,7,C13_R7
18MP_226,13,7,6/6/18,0.259,13,7,C13_R7
18MP_235,13,8,5/22/18,0.7,13,8,C13_R8
18MP_235,13,8,6/6/18,0.302,13,8,C13_R8
18MP_306,13,9,5/22/18,0.689,13,9,C13_R9
18MP_306,13,9,6/6/18,0.301,13,9,C13_R9
18MP_315,13,10,5/22/18,0.773,13,10,C13_R10
18MP_315,13,10,6/6/18,0.346,13,10,C13_R10
18MP_326,13,11,5/22/18,0.721,13,11,C13_R11
18MP_326,13,11,6/6/18,0.27,13,11,C13_R11
18MP_335,13,12,5/22/18,0.742,13,12,C13_R12
18MP_335,13,12,6/6/18,0.331,13,12,C13_R12
18MP_106,13,13,5/22/18,0.751,13,13,C13_R13
18MP_106,13,13,6/6/18,0.291,13,13,C13_R13
18MP_115,13,14,5/22/18,0.74,13,14,C13_R14
18MP_115,13,14,6/6/18,0.297,13,14,C13_R14
18MP_126,13,15,5/22/18,0.711,13,15,C13_R15
18MP_126,13,15,6/6/18,0.312,13,15,C13_R15
18MP_205,13,16,5/22/18,0.754,13,16,C13_R16
18MP_205,13,16,6/6/18,0.314,13,16,C13_R16
18MP_216,13,17,5/22/18,0.716,13,17,C13_R17
18MP_216,13,17,6/6/18,0.275,13,17,C13_R17
18MP_225,13,18,5/22/18,0.734,13,18,C13_R18
18MP_225,13,18,6/6/18,0.306,13,18,C13_R18
18MP_0,13,19,5/22/18,0.766,13,19,C13_R19
18MP_0,13,19,6/6/18,0.301,13,19,C13_R19
18MP_202,13,20,5/22/18,0.752,13,20,C13_R20
18MP_202,13,20,6/6/18,0.333,13,20,C13_R20
18MP_219,13,21,5/22/18,0.76,13,21,C13_R21
18MP_219,13,21,6/6/18,0.334,13,21,C13_R21
18MP_0,13,22,5/22/18,0.729,13,22,C13_R22
18MP_0,13,22,6/6/18,0.292,13,22,C13_R22
18MP_107,14,1,5/22/18,0.644,14,1,C14_R1
18MP_107,14,1,6/6/18,0.246,14,1,C14_R1
18MP_114,14,2,5/22/18,0.647,14,2,C14_R2
18MP_114,14,2,6/6/18,0.238,14,2,C14_R2
18MP_127,14,3,5/22/18,0.618,14,3,C14_R3
18MP_127,14,3,6/6/18,0.245,14,3,C14_R3
18MP_134,14,4,5/22/18,0.594,14,4,C14_R4
18MP_134,14,4,6/6/18,0.229,14,4,C14_R4
18MP_207,14,5,5/22/18,0.615,14,5,C14_R5
18MP_207,14,5,6/6/18,0.26,14,5,C14_R5
18MP_214,14,6,5/22/18,0.641,14,6,C14_R6
18MP_214,14,6,6/6/18,0.301,14,6,C14_R6
18MP_227,14,7,5/22/18,0.696,14,7,C14_R7
18MP_227,14,7,6/6/18,0.306,14,7,C14_R7
18MP_234,14,8,5/22/18,0.649,14,8,C14_R8
18MP_234,14,8,6/6/18,0.276,14,8,C14_R8
18MP_307,14,9,5/22/18,0.737,14,9,C14_R9
18MP_307,14,9,6/6/18,0.297,14,9,C14_R9
18MP_314,14,10,5/22/18,0.742,14,10,C14_R10
18MP_314,14,10,6/6/18,0.289,14,10,C14_R10
18MP_327,14,11,5/22/18,0.739,14,11,C14_R11
18MP_327,14,11,6/6/18,0.331,14,11,C14_R11
18MP_334,14,12,5/22/18,0.729,14,12,C14_R12
18MP_334,14,12,6/6/18,0.381,14,12,C14_R12
18MP_107,14,13,5/22/18,0.772,14,13,C14_R13
18MP_107,14,13,6/6/18,0.362,14,13,C14_R13
18MP_114,14,14,5/22/18,0.667,14,14,C14_R14
18MP_114,14,14,6/6/18,0.262,14,14,C14_R14
18MP_127,14,15,5/22/18,0.717,14,15,C14_R15
18MP_127,14,15,6/6/18,0.262,14,15,C14_R15
18MP_204,14,16,5/22/18,0.689,14,16,C14_R16
18MP_204,14,16,6/6/18,0.252,14,16,C14_R16
18MP_217,14,17,5/22/18,0.688,14,17,C14_R17
18MP_217,14,17,6/6/18,0.282,14,17,C14_R17
18MP_224,14,18,5/22/18,0.699,14,18,C14_R18
18MP_224,14,18,6/6/18,0.284,14,18,C14_R18
18MP_0,14,19,5/22/18,0.738,14,19,C14_R19
18MP_0,14,19,6/6/18,0.293,14,19,C14_R19
18MP_203,14,20,5/22/18,0.701,14,20,C14_R20
18MP_203,14,20,6/6/18,0.339,14,20,C14_R20
18MP_218,14,21,5/22/18,0.731,14,21,C14_R21
18MP_218,14,21,6/6/18,0.34,14,21,C14_R21
18MP_0,14,22,5/22/18,0.722,14,22,C14_R22
18MP_0,14,22,6/6/18,0.292,14,22,C14_R22
18MP_107,15,1,5/22/18,0.623,15,1,C15_R1
18MP_107,15,1,6/6/18,0.23,15,1,C15_R1
18MP_114,15,2,5/22/18,0.639,15,2,C15_R2
18MP_114,15,2,6/6/18,0.218,15,2,C15_R2
18MP_127,15,3,5/22/18,0.607,15,3,C15_R3
18MP_127,15,3,6/6/18,0.234,15,3,C15_R3
18MP_134,15,4,5/22/18,0.59,15,4,C15_R4
18MP_134,15,4,6/6/18,0.224,15,4,C15_R4
18MP_207,15,5,5/22/18,0.63,15,5,C15_R5
18MP_207,15,5,6/6/18,0.264,15,5,C15_R5
18MP_214,15,6,5/22/18,0.633,15,6,C15_R6
18MP_214,15,6,6/6/18,0.288,15,6,C15_R6
18MP_227,15,7,5/22/18,0.665,15,7,C15_R7
18MP_227,15,7,6/6/18,0.298,15,7,C15_R7
18MP_234,15,8,5/22/18,0.652,15,8,C15_R8
18MP_234,15,8,6/6/18,0.273,15,8,C15_R8
18MP_307,15,9,5/22/18,0.749,15,9,C15_R9
18MP_307,15,9,6/6/18,0.301,15,9,C15_R9
18MP_314,15,10,5/22/18,0.755,15,10,C15_R10
18MP_314,15,10,6/6/18,0.305,15,10,C15_R10
18MP_327,15,11,5/22/18,0.766,15,11,C15_R11
18MP_327,15,11,6/6/18,0.324,15,11,C15_R11
18MP_334,15,12,5/22/18,0.732,15,12,C15_R12
18MP_334,15,12,6/6/18,0.382,15,12,C15_R12
18MP_107,15,13,5/22/18,0.768,15,13,C15_R13
18MP_107,15,13,6/6/18,0.336,15,13,C15_R13
18MP_114,15,14,5/22/18,0.711,15,14,C15_R14
18MP_114,15,14,6/6/18,0.251,15,14,C15_R14
18MP_127,15,15,5/22/18,0.729,15,15,C15_R15
18MP_127,15,15,6/6/18,0.256,15,15,C15_R15
18MP_204,15,16,5/22/18,0.66,15,16,C15_R16
18MP_204,15,16,6/6/18,0.241,15,16,C15_R16
18MP_217,15,17,5/22/18,0.693,15,17,C15_R17
18MP_217,15,17,6/6/18,0.283,15,17,C15_R17
18MP_224,15,18,5/22/18,0.685,15,18,C15_R18
18MP_224,15,18,6/6/18,0.271,15,18,C15_R18
18MP_0,15,19,5/22/18,0.735,15,19,C15_R19
18MP_0,15,19,6/6/18,0.288,15,19,C15_R19
18MP_204,15,20,5/22/18,0.669,15,20,C15_R20
18MP_204,15,20,6/6/18,0.287,15,20,C15_R20
18MP_217,15,21,5/22/18,0.729,15,21,C15_R21
18MP_217,15,21,6/6/18,0.304,15,21,C15_R21
18MP_0,15,22,5/22/18,0.742,15,22,C15_R22
18MP_0,15,22,6/6/18,0.303,15,22,C15_R22
18MP_108,16,1,5/22/18,0.572,16,1,C16_R1
18MP_108,16,1,6/6/18,0.227,16,1,C16_R1
18MP_113,16,2,5/22/18,0.617,16,2,C16_R2
18MP_113,16,2,6/6/18,0.211,16,2,C16_R2
18MP_128,16,3,5/22/18,0.545,16,3,C16_R3
18MP_128,16,3,6/6/18,0.223,16,3,C16_R3
18MP_133,16,4,5/22/18,0.62,16,4,C16_R4
18MP_133,16,4,6/6/18,0.253,16,4,C16_R4
18MP_208,16,5,5/22/18,0.587,16,5,C16_R5
18MP_208,16,5,6/6/18,0.267,16,5,C16_R5
18MP_213,16,6,5/22/18,0.591,16,6,C16_R6
18MP_213,16,6,6/6/18,0.237,16,6,C16_R6
18MP_228,16,7,5/22/18,0.616,16,7,C16_R7
18MP_228,16,7,6/6/18,0.24,16,7,C16_R7
18MP_233,16,8,5/22/18,0.688,16,8,C16_R8
18MP_233,16,8,6/6/18,0.348,16,8,C16_R8
18MP_308,16,9,5/22/18,0.667,16,9,C16_R9
18MP_308,16,9,6/6/18,0.278,16,9,C16_R9
18MP_313,16,10,5/22/18,0.728,16,10,C16_R10
18MP_313,16,10,6/6/18,0.308,16,10,C16_R10
18MP_328,16,11,5/22/18,0.718,16,11,C16_R11
18MP_328,16,11,6/6/18,0.312,16,11,C16_R11
18MP_333,16,12,5/22/18,0.719,16,12,C16_R12
18MP_333,16,12,6/6/18,0.31,16,12,C16_R12
18MP_108,16,13,5/22/18,0.686,16,13,C16_R13
18MP_108,16,13,6/6/18,0.277,16,13,C16_R13
18MP_113,16,14,5/22/18,0.705,16,14,C16_R14
18MP_113,16,14,6/6/18,0.332,16,14,C16_R14
18MP_128,16,15,5/22/18,0.678,16,15,C16_R15
18MP_128,16,15,6/6/18,0.244,16,15,C16_R15
18MP_203,16,16,5/22/18,0.7,16,16,C16_R16
18MP_203,16,16,6/6/18,0.308,16,16,C16_R16
18MP_218,16,17,5/22/18,0.744,16,17,C16_R17
18MP_218,16,17,6/6/18,0.346,16,17,C16_R17
18MP_223,16,18,5/22/18,0.667,16,18,C16_R18
18MP_223,16,18,6/6/18,0.278,16,18,C16_R18
18MP_0,16,19,5/22/18,0.71,16,19,C16_R19
18MP_0,16,19,6/6/18,0.267,16,19,C16_R19
18MP_205,16,20,5/22/18,0.707,16,20,C16_R20
18MP_205,16,20,6/6/18,0.28,16,20,C16_R20
18MP_216,16,21,5/22/18,0.666,16,21,C16_R21
18MP_216,16,21,6/6/18,0.254,16,21,C16_R21
18MP_0,16,22,5/22/18,0.721,16,22,C16_R22
18MP_0,16,22,6/6/18,0.298,16,22,C16_R22
18MP_108,17,1,5/22/18,0.577,17,1,C17_R1
18MP_108,17,1,6/6/18,0.226,17,1,C17_R1
18MP_113,17,2,5/22/18,0.599,17,2,C17_R2
18MP_113,17,2,6/6/18,0.211,17,2,C17_R2
18MP_128,17,3,5/22/18,0.571,17,3,C17_R3
18MP_128,17,3,6/6/18,0.225,17,3,C17_R3
18MP_133,17,4,5/22/18,0.622,17,4,C17_R4
18MP_133,17,4,6/6/18,0.253,17,4,C17_R4
18MP_208,17,5,5/22/18,0.61,17,5,C17_R5
18MP_208,17,5,6/6/18,0.257,17,5,C17_R5
18MP_213,17,6,5/22/18,0.626,17,6,C17_R6
18MP_213,17,6,6/6/18,0.236,17,6,C17_R6
18MP_228,17,7,5/22/18,0.603,17,7,C17_R7
18MP_228,17,7,6/6/18,0.231,17,7,C17_R7
18MP_233,17,8,5/22/18,0.698,17,8,C17_R8
18MP_233,17,8,6/6/18,0.346,17,8,C17_R8
18MP_308,17,9,5/22/18,0.675,17,9,C17_R9
18MP_308,17,9,6/6/18,0.274,17,9,C17_R9
18MP_313,17,10,5/22/18,0.721,17,10,C17_R10
18MP_313,17,10,6/6/18,0.291,17,10,C17_R10
18MP_328,17,11,5/22/18,0.724,17,11,C17_R11
18MP_328,17,11,6/6/18,0.308,17,11,C17_R11
18MP_333,17,12,5/22/18,0.713,17,12,C17_R12
18MP_333,17,12,6/6/18,0.293,17,12,C17_R12
18MP_108,17,13,5/22/18,0.695,17,13,C17_R13
18MP_108,17,13,6/6/18,0.269,17,13,C17_R13
18MP_113,17,14,5/22/18,0.692,17,14,C17_R14
18MP_113,17,14,6/6/18,0.302,17,14,C17_R14
18MP_128,17,15,5/22/18,0.671,17,15,C17_R15
18MP_128,17,15,6/6/18,0.236,17,15,C17_R15
18MP_203,17,16,5/22/18,0.668,17,16,C17_R16
18MP_203,17,16,6/6/18,0.283,17,16,C17_R16
18MP_218,17,17,5/22/18,0.744,17,17,C17_R17
18MP_218,17,17,6/6/18,0.306,17,17,C17_R17
18MP_223,17,18,5/22/18,0.67,17,18,C17_R18
18MP_223,17,18,6/6/18,0.268,17,18,C17_R18
18MP_0,17,19,5/22/18,0.703,17,19,C17_R19
18MP_0,17,19,6/6/18,0.264,17,19,C17_R19
18MP_206,17,20,5/22/18,0.681,17,20,C17_R20
18MP_206,17,20,6/6/18,0.314,17,20,C17_R20
18MP_215,17,21,5/22/18,0.675,17,21,C17_R21
18MP_215,17,21,6/6/18,0.324,17,21,C17_R21
18MP_0,17,22,5/22/18,0.711,17,22,C17_R22
18MP_0,17,22,6/6/18,0.291,17,22,C17_R22
18MP_109,18,1,5/22/18,0.589,18,1,C18_R1
18MP_109,18,1,6/6/18,0.228,18,1,C18_R1
18MP_112,18,2,5/22/18,0.562,18,2,C18_R2
18MP_112,18,2,6/6/18,0.255,18,2,C18_R2
18MP_129,18,3,5/22/18,0.593,18,3,C18_R3
18MP_129,18,3,6/6/18,0.234,18,3,C18_R3
18MP_132,18,4,5/22/18,0.628,18,4,C18_R4
18MP_132,18,4,6/6/18,0.271,18,4,C18_R4
18MP_209,18,5,5/22/18,0.62,18,5,C18_R5
18MP_209,18,5,6/6/18,0.272,18,5,C18_R5
18MP_212,18,6,5/22/18,0.687,18,6,C18_R6
18MP_212,18,6,6/6/18,0.277,18,6,C18_R6
18MP_229,18,7,5/22/18,0.664,18,7,C18_R7
18MP_229,18,7,6/6/18,0.273,18,7,C18_R7
18MP_232,18,8,5/22/18,0.679,18,8,C18_R8
18MP_232,18,8,6/6/18,0.333,18,8,C18_R8
18MP_309,18,9,5/22/18,0.725,18,9,C18_R9
18MP_309,18,9,6/6/18,0.322,18,9,C18_R9
18MP_312,18,10,5/22/18,0.695,18,10,C18_R10
18MP_312,18,10,6/6/18,0.339,18,10,C18_R10
18MP_329,18,11,5/22/18,0.758,18,11,C18_R11
18MP_329,18,11,6/6/18,0.34,18,11,C18_R11
18MP_332,18,12,5/22/18,0.724,18,12,C18_R12
18MP_332,18,12,6/6/18,0.326,18,12,C18_R12
18MP_109,18,13,5/22/18,0.681,18,13,C18_R13
18MP_109,18,13,6/6/18,0.302,18,13,C18_R13
18MP_112,18,14,5/22/18,0.653,18,14,C18_R14
18MP_112,18,14,6/6/18,0.288,18,14,C18_R14
18MP_129,18,15,5/22/18,0.682,18,15,C18_R15
18MP_129,18,15,6/6/18,0.303,18,15,C18_R15
18MP_202,18,16,5/22/18,0.64,18,16,C18_R16
18MP_202,18,16,6/6/18,0.283,18,16,C18_R16
18MP_219,18,17,5/22/18,0.693,18,17,C18_R17
18MP_219,18,17,6/6/18,0.247,18,17,C18_R17
18MP_222,18,18,5/22/18,0.699,18,18,C18_R18
18MP_222,18,18,6/6/18,0.306,18,18,C18_R18
18MP_0,18,19,5/22/18,0.685,18,19,C18_R19
18MP_0,18,19,6/6/18,0.248,18,19,C18_R19
18MP_207,18,20,5/22/18,0.706,18,20,C18_R20
18MP_207,18,20,6/6/18,0.324,18,20,C18_R20
18MP_214,18,21,5/22/18,0.726,18,21,C18_R21
18MP_214,18,21,6/6/18,0.285,18,21,C18_R21
18MP_0,18,22,5/22/18,0.728,18,22,C18_R22
18MP_0,18,22,6/6/18,0.28,18,22,C18_R22
18MP_109,19,1,5/22/18,0.593,19,1,C19_R1
18MP_109,19,1,6/6/18,0.223,19,1,C19_R1
18MP_112,19,2,5/22/18,0.572,19,2,C19_R2
18MP_112,19,2,6/6/18,0.245,19,2,C19_R2
18MP_129,19,3,5/22/18,0.594,19,3,C19_R3
18MP_129,19,3,6/6/18,0.236,19,3,C19_R3
18MP_132,19,4,5/22/18,0.639,19,4,C19_R4
18MP_132,19,4,6/6/18,0.265,19,4,C19_R4
18MP_209,19,5,5/22/18,0.616,19,5,C19_R5
18MP_209,19,5,6/6/18,0.258,19,5,C19_R5
18MP_212,19,6,5/22/18,0.702,19,6,C19_R6
18MP_212,19,6,6/6/18,0.274,19,6,C19_R6
18MP_229,19,7,5/22/18,0.679,19,7,C19_R7
18MP_229,19,7,6/6/18,0.282,19,7,C19_R7
18MP_232,19,8,5/22/18,0.673,19,8,C19_R8
18MP_232,19,8,6/6/18,0.315,19,8,C19_R8
18MP_309,19,9,5/22/18,0.728,19,9,C19_R9
18MP_309,19,9,6/6/18,0.312,19,9,C19_R9
18MP_312,19,10,5/22/18,0.699,19,10,C19_R10
18MP_312,19,10,6/6/18,0.335,19,10,C19_R10
18MP_329,19,11,5/22/18,0.763,19,11,C19_R11
18MP_329,19,11,6/6/18,0.345,19,11,C19_R11
18MP_332,19,12,5/22/18,0.727,19,12,C19_R12
18MP_332,19,12,6/6/18,0.314,19,12,C19_R12
18MP_109,19,13,5/22/18,0.704,19,13,C19_R13
18MP_109,19,13,6/6/18,0.299,19,13,C19_R13
18MP_112,19,14,5/22/18,0.716,19,14,C19_R14
18MP_112,19,14,6/6/18,0.308,19,14,C19_R14
18MP_129,19,15,5/22/18,0.711,19,15,C19_R15
18MP_129,19,15,6/6/18,0.306,19,15,C19_R15
18MP_202,19,16,5/22/18,0.672,19,16,C19_R16
18MP_202,19,16,6/6/18,0.289,19,16,C19_R16
18MP_219,19,17,5/22/18,0.694,19,17,C19_R17
18MP_219,19,17,6/6/18,0.249,19,17,C19_R17
18MP_222,19,18,5/22/18,0.707,19,18,C19_R18
18MP_222,19,18,6/6/18,0.291,19,18,C19_R18
18MP_0,19,19,5/22/18,0.663,19,19,C19_R19
18MP_0,19,19,6/6/18,0.267,19,19,C19_R19
18MP_208,19,20,5/22/18,0.698,19,20,C19_R20
18MP_208,19,20,6/6/18,0.323,19,20,C19_R20
18MP_213,19,21,5/22/18,0.689,19,21,C19_R21
18MP_213,19,21,6/6/18,0.332,19,21,C19_R21
18MP_0,19,22,5/22/18,0.709,19,22,C19_R22
18MP_0,19,22,6/6/18,0.274,19,22,C19_R22
18MP_110,20,1,5/22/18,0.613,20,1,C20_R1
18MP_110,20,1,6/6/18,0.282,20,1,C20_R1
18MP_111,20,2,5/22/18,0.595,20,2,C20_R2
18MP_111,20,2,6/6/18,0.206,20,2,C20_R2
18MP_130,20,3,5/22/18,0.627,20,3,C20_R3
18MP_130,20,3,6/6/18,0.264,20,3,C20_R3
18MP_131,20,4,5/22/18,0.618,20,4,C20_R4
18MP_131,20,4,6/6/18,0.282,20,4,C20_R4
18MP_210,20,5,5/22/18,0.623,20,5,C20_R5
18MP_210,20,5,6/6/18,0.256,20,5,C20_R5
18MP_211,20,6,5/22/18,0.649,20,6,C20_R6
18MP_211,20,6,6/6/18,0.267,20,6,C20_R6
18MP_230,20,7,5/22/18,0.673,20,7,C20_R7
18MP_230,20,7,6/6/18,0.263,20,7,C20_R7
18MP_231,20,8,5/22/18,0.669,20,8,C20_R8
18MP_231,20,8,6/6/18,0.232,20,8,C20_R8
18MP_310,20,9,5/22/18,0.741,20,9,C20_R9
18MP_310,20,9,6/6/18,0.293,20,9,C20_R9
18MP_311,20,10,5/22/18,0.704,20,10,C20_R10
18MP_311,20,10,6/6/18,0.332,20,10,C20_R10
18MP_330,20,11,5/22/18,0.721,20,11,C20_R11
18MP_330,20,11,6/6/18,0.306,20,11,C20_R11
18MP_331,20,12,5/22/18,0.702,20,12,C20_R12
18MP_331,20,12,6/6/18,0.287,20,12,C20_R12
18MP_110,20,13,5/22/18,0.678,20,13,C20_R13
18MP_110,20,13,6/6/18,0.276,20,13,C20_R13
18MP_111,20,14,5/22/18,0.705,20,14,C20_R14
18MP_111,20,14,6/6/18,0.29,20,14,C20_R14
18MP_130,20,15,5/22/18,0.646,20,15,C20_R15
18MP_130,20,15,6/6/18,0.318,20,15,C20_R15
18MP_201,20,16,5/22/18,0.645,20,16,C20_R16
18MP_201,20,16,6/6/18,0.246,20,16,C20_R16
18MP_220,20,17,5/22/18,0.665,20,17,C20_R17
18MP_220,20,17,6/6/18,0.289,20,17,C20_R17
18MP_221,20,18,5/22/18,0.628,20,18,C20_R18
18MP_221,20,18,6/6/18,0.269,20,18,C20_R18
18MP_0,20,19,5/22/18,0.678,20,19,C20_R19
18MP_0,20,19,6/6/18,0.245,20,19,C20_R19
18MP_209,20,20,5/22/18,0.637,20,20,C20_R20
18MP_209,20,20,6/6/18,0.249,20,20,C20_R20
18MP_212,20,21,5/22/18,0.729,20,21,C20_R21
18MP_212,20,21,6/6/18,0.312,20,21,C20_R21
18MP_0,20,22,5/22/18,0.706,20,22,C20_R22
18MP_0,20,22,6/6/18,0.273,20,22,C20_R22
18MP_110,21,1,5/22/18,0.595,21,1,C21_R1
18MP_110,21,1,6/6/18,0.272,21,1,C21_R1
18MP_111,21,2,5/22/18,0.583,21,2,C21_R2
18MP_111,21,2,6/6/18,0.204,21,2,C21_R2
18MP_130,21,3,5/22/18,0.601,21,3,C21_R3
18MP_130,21,3,6/6/18,0.252,21,3,C21_R3
18MP_131,21,4,5/22/18,0.597,21,4,C21_R4
18MP_131,21,4,6/6/18,0.269,21,4,C21_R4
18MP_210,21,5,5/22/18,0.602,21,5,C21_R5
18MP_210,21,5,6/6/18,0.242,21,5,C21_R5
18MP_211,21,6,5/22/18,0.601,21,6,C21_R6
18MP_211,21,6,6/6/18,0.246,21,6,C21_R6
18MP_230,21,7,5/22/18,0.655,21,7,C21_R7
18MP_230,21,7,6/6/18,0.247,21,7,C21_R7
18MP_231,21,8,5/22/18,0.645,21,8,C21_R8
18MP_231,21,8,6/6/18,0.232,21,8,C21_R8
18MP_310,21,9,5/22/18,0.729,21,9,C21_R9
18MP_310,21,9,6/6/18,0.272,21,9,C21_R9
18MP_311,21,10,5/22/18,0.711,21,10,C21_R10
18MP_311,21,10,6/6/18,0.331,21,10,C21_R10
18MP_330,21,11,5/22/18,0.718,21,11,C21_R11
18MP_330,21,11,6/6/18,0.292,21,11,C21_R11
18MP_331,21,12,5/22/18,0.698,21,12,C21_R12
18MP_331,21,12,6/6/18,0.281,21,12,C21_R12
18MP_110,21,13,5/22/18,0.691,21,13,C21_R13
18MP_110,21,13,6/6/18,0.281,21,13,C21_R13
18MP_111,21,14,5/22/18,0.725,21,14,C21_R14
18MP_111,21,14,6/6/18,0.282,21,14,C21_R14
18MP_130,21,15,5/22/18,0.649,21,15,C21_R15
18MP_130,21,15,6/6/18,0.298,21,15,C21_R15
18MP_201,21,16,5/22/18,0.65,21,16,C21_R16
18MP_201,21,16,6/6/18,0.238,21,16,C21_R16
18MP_220,21,17,5/22/18,0.699,21,17,C21_R17
18MP_220,21,17,6/6/18,0.3,21,17,C21_R17
18MP_221,21,18,5/22/18,0.653,21,18,C21_R18
18MP_221,21,18,6/6/18,0.282,21,18,C21_R18
18MP_0,21,19,5/22/18,0.666,21,19,C21_R19
18MP_0,21,19,6/6/18,0.252,21,19,C21_R19
18MP_210,21,20,5/22/18,0.641,21,20,C21_R20
18MP_210,21,20,6/6/18,0.255,21,20,C21_R20
18MP_211,21,21,5/22/18,0.682,21,21,C21_R21
18MP_211,21,21,6/6/18,0.251,21,21,C21_R21
18MP_0,21,22,5/22/18,0.702,21,22,C21_R22
18MP_0,21,22,6/6/18,0.266,21,22,C21_R22
18MP_1,22,1,5/22/18,0.579,22,1,C22_R1
18MP_1,22,1,6/6/18,0.224,22,1,C22_R1
18MP_42,22,2,5/22/18,0.539,22,2,C22_R2
18MP_42,22,2,6/6/18,0.213,22,2,C22_R2
18MP_43,22,3,5/22/18,0.573,22,3,C22_R3
