Plot_ID,Date,UAV_Date,STATION,NDVI,Tmax,Tmin,cum_GDD,cum_Pdays,cum_BMT
17-AYN3F-RL-F-0126,2017-05-30,2017-05-30,Manhattan,0.737778706,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0127,2017-05-30,2017-05-30,Manhattan,0.735849187,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0128,2017-05-30,2017-05-30,Manhattan,0.596082642,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0129,2017-05-30,2017-05-30,Manhattan,0.690868631,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0130,2017-05-30,2017-05-30,Manhattan,0.757131461,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0131,2017-05-30,2017-05-30,Manhattan,0.700926715,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0132,2017-05-30,2017-05-30,Manhattan,0.681989195,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0133,2017-05-30,2017-05-30,Manhattan,0.634222295,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0134,2017-05-30,2017-05-30,Manhattan,0.6841109129999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0135,2017-05-30,2017-05-30,Manhattan,0.737390091,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0136,2017-05-30,2017-05-30,Manhattan,0.770317925,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0137,2017-05-30,2017-05-30,Manhattan,0.7497086270000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0138,2017-05-30,2017-05-30,Manhattan,0.666391386,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0139,2017-05-30,2017-05-30,Manhattan,0.74019229,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0140,2017-05-30,2017-05-30,Manhattan,0.679885647,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0201,2017-05-30,2017-05-30,Manhattan,0.75410528,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0202,2017-05-30,2017-05-30,Manhattan,0.733496369,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0203,2017-05-30,2017-05-30,Manhattan,0.759777912,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0204,2017-05-30,2017-05-30,Manhattan,0.6864781940000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0205,2017-05-30,2017-05-30,Manhattan,0.7213081379999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0206,2017-05-30,2017-05-30,Manhattan,0.726480175,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0207,2017-05-30,2017-05-30,Manhattan,0.679191518,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0208,2017-05-30,2017-05-30,Manhattan,0.6707910570000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0209,2017-05-30,2017-05-30,Manhattan,0.667355525,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0210,2017-05-30,2017-05-30,Manhattan,0.7011717390000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0211,2017-05-30,2017-05-30,Manhattan,0.65619382,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0212,2017-05-30,2017-05-30,Manhattan,0.643912164,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0213,2017-05-30,2017-05-30,Manhattan,0.67615999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0214,2017-05-30,2017-05-30,Manhattan,0.7284509459999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0215,2017-05-30,2017-05-30,Manhattan,0.7367822190000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0216,2017-05-30,2017-05-30,Manhattan,0.73530387,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0217,2017-05-30,2017-05-30,Manhattan,0.733908212,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0218,2017-05-30,2017-05-30,Manhattan,0.7453162520000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0219,2017-05-30,2017-05-30,Manhattan,0.627859175,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0220,2017-05-30,2017-05-30,Manhattan,0.686878178,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0221,2017-05-30,2017-05-30,Manhattan,0.694132725,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0222,2017-05-30,2017-05-30,Manhattan,0.6763428890000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0223,2017-05-30,2017-05-30,Manhattan,0.666813574,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0224,2017-05-30,2017-05-30,Manhattan,0.7326583940000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0225,2017-05-30,2017-05-30,Manhattan,0.699699265,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0226,2017-05-30,2017-05-30,Manhattan,0.720994158,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0227,2017-05-30,2017-05-30,Manhattan,0.696366281,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0228,2017-05-30,2017-05-30,Manhattan,0.724282127,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0229,2017-05-30,2017-05-30,Manhattan,0.593843215,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0230,2017-05-30,2017-05-30,Manhattan,0.688638216,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0231,2017-05-30,2017-05-30,Manhattan,0.48152385,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0232,2017-05-30,2017-05-30,Manhattan,0.49537706200000003,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0233,2017-05-30,2017-05-30,Manhattan,0.541979048,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0234,2017-05-30,2017-05-30,Manhattan,0.6683500689999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0235,2017-05-30,2017-05-30,Manhattan,0.6654003079999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0236,2017-05-30,2017-05-30,Manhattan,0.759336728,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0237,2017-05-30,2017-05-30,Manhattan,0.718946985,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0238,2017-05-30,2017-05-30,Manhattan,0.67765597,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0239,2017-05-30,2017-05-30,Manhattan,0.659156991,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-F-0240,2017-05-30,2017-05-30,Manhattan,0.608722709,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0101,2017-05-30,2017-05-30,Manhattan,0.599723365,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0102,2017-05-30,2017-05-30,Manhattan,0.716605649,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0103,2017-05-30,2017-05-30,Manhattan,0.700760739,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0104,2017-05-30,2017-05-30,Manhattan,0.71242431,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0105,2017-05-30,2017-05-30,Manhattan,0.662565814,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0106,2017-05-30,2017-05-30,Manhattan,0.7265002979999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0107,2017-05-30,2017-05-30,Manhattan,0.752832748,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0108,2017-05-30,2017-05-30,Manhattan,0.725283453,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0109,2017-05-30,2017-05-30,Manhattan,0.786180758,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0110,2017-05-30,2017-05-30,Manhattan,0.730092671,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0111,2017-05-30,2017-05-30,Manhattan,0.6771742470000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0112,2017-05-30,2017-05-30,Manhattan,0.78176303,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0113,2017-05-30,2017-05-30,Manhattan,0.762655283,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0114,2017-05-30,2017-05-30,Manhattan,0.651824513,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0115,2017-05-30,2017-05-30,Manhattan,0.6150712389999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0116,2017-05-30,2017-05-30,Manhattan,0.7014946240000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0117,2017-05-30,2017-05-30,Manhattan,0.689222716,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0118,2017-05-30,2017-05-30,Manhattan,0.720695326,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0119,2017-05-30,2017-05-30,Manhattan,0.690653891,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0120,2017-05-30,2017-05-30,Manhattan,0.627403258,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0121,2017-05-30,2017-05-30,Manhattan,0.702458775,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0122,2017-05-30,2017-05-30,Manhattan,0.637839357,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0123,2017-05-30,2017-05-30,Manhattan,0.736189957,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0124,2017-05-30,2017-05-30,Manhattan,0.7256556040000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0125,2017-05-30,2017-05-30,Manhattan,0.7769421609999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0126,2017-05-30,2017-05-30,Manhattan,0.675826645,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0127,2017-05-30,2017-05-30,Manhattan,0.6856772879999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0128,2017-05-30,2017-05-30,Manhattan,0.5703306570000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0129,2017-05-30,2017-05-30,Manhattan,0.639003633,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0130,2017-05-30,2017-05-30,Manhattan,0.7447900479999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0131,2017-05-30,2017-05-30,Manhattan,0.6853141640000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0132,2017-05-30,2017-05-30,Manhattan,0.6845951929999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0133,2017-05-30,2017-05-30,Manhattan,0.623631787,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0134,2017-05-30,2017-05-30,Manhattan,0.596402523,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0135,2017-05-30,2017-05-30,Manhattan,0.6822591290000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0136,2017-05-30,2017-05-30,Manhattan,0.740050575,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0137,2017-05-30,2017-05-30,Manhattan,0.7424912579999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0138,2017-05-30,2017-05-30,Manhattan,0.650677484,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0139,2017-05-30,2017-05-30,Manhattan,0.632880973,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0140,2017-05-30,2017-05-30,Manhattan,0.6420794120000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0201,2017-05-30,2017-05-30,Manhattan,0.7445138990000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0202,2017-05-30,2017-05-30,Manhattan,0.715769883,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0203,2017-05-30,2017-05-30,Manhattan,0.732588778,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0204,2017-05-30,2017-05-30,Manhattan,0.657390567,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0205,2017-05-30,2017-05-30,Manhattan,0.700553682,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0206,2017-05-30,2017-05-30,Manhattan,0.616784665,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0207,2017-05-30,2017-05-30,Manhattan,0.593293222,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0208,2017-05-30,2017-05-30,Manhattan,0.667953691,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0209,2017-05-30,2017-05-30,Manhattan,0.618774103,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0210,2017-05-30,2017-05-30,Manhattan,0.64949802,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0211,2017-05-30,2017-05-30,Manhattan,0.672097205,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0212,2017-05-30,2017-05-30,Manhattan,0.6390762520000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0213,2017-05-30,2017-05-30,Manhattan,0.6027727629999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0214,2017-05-30,2017-05-30,Manhattan,0.7026168709999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0215,2017-05-30,2017-05-30,Manhattan,0.714294687,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0216,2017-05-30,2017-05-30,Manhattan,0.69160308,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0217,2017-05-30,2017-05-30,Manhattan,0.728550528,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0218,2017-05-30,2017-05-30,Manhattan,0.713002356,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0219,2017-05-30,2017-05-30,Manhattan,0.575290116,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0220,2017-05-30,2017-05-30,Manhattan,0.6672315129999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0221,2017-05-30,2017-05-30,Manhattan,0.6782095459999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0222,2017-05-30,2017-05-30,Manhattan,0.627858001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0223,2017-05-30,2017-05-30,Manhattan,0.614155927,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0224,2017-05-30,2017-05-30,Manhattan,0.7358622659999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0225,2017-05-30,2017-05-30,Manhattan,0.651392163,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0226,2017-05-30,2017-05-30,Manhattan,0.68224835,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0227,2017-05-30,2017-05-30,Manhattan,0.623421951,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0228,2017-05-30,2017-05-30,Manhattan,0.69968971,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0229,2017-05-30,2017-05-30,Manhattan,0.593128034,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0230,2017-05-30,2017-05-30,Manhattan,0.647837814,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0231,2017-05-30,2017-05-30,Manhattan,0.505643225,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0232,2017-05-30,2017-05-30,Manhattan,0.550934225,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0233,2017-05-30,2017-05-30,Manhattan,0.577908773,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0234,2017-05-30,2017-05-30,Manhattan,0.630342819,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0235,2017-05-30,2017-05-30,Manhattan,0.600899107,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0236,2017-05-30,2017-05-30,Manhattan,0.7593148690000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0237,2017-05-30,2017-05-30,Manhattan,0.689308967,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0238,2017-05-30,2017-05-30,Manhattan,0.5994488139999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0239,2017-05-30,2017-05-30,Manhattan,0.6307802570000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN3F-RL-U-0240,2017-05-30,2017-05-30,Manhattan,0.556045558,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0101,2017-05-30,2017-05-30,Manhattan,0.709578885,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0102,2017-05-30,2017-05-30,Manhattan,0.7365911999999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0103,2017-05-30,2017-05-30,Manhattan,0.704320815,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0104,2017-05-30,2017-05-30,Manhattan,0.7450637309999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0105,2017-05-30,2017-05-30,Manhattan,0.743505986,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0106,2017-05-30,2017-05-30,Manhattan,0.771829093,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0107,2017-05-30,2017-05-30,Manhattan,0.780361295,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0108,2017-05-30,2017-05-30,Manhattan,0.7658741659999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0109,2017-05-30,2017-05-30,Manhattan,0.7743696940000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0110,2017-05-30,2017-05-30,Manhattan,0.741171699,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0111,2017-05-30,2017-05-30,Manhattan,0.782712283,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0112,2017-05-30,2017-05-30,Manhattan,0.785927403,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0113,2017-05-30,2017-05-30,Manhattan,0.7764450070000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0114,2017-05-30,2017-05-30,Manhattan,0.7478641509999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0115,2017-05-30,2017-05-30,Manhattan,0.73627976,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0116,2017-05-30,2017-05-30,Manhattan,0.730498358,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0117,2017-05-30,2017-05-30,Manhattan,0.745019105,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0118,2017-05-30,2017-05-30,Manhattan,0.758103153,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0119,2017-05-30,2017-05-30,Manhattan,0.720546349,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0120,2017-05-30,2017-05-30,Manhattan,0.660360126,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0201,2017-05-30,2017-05-30,Manhattan,0.686719781,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0202,2017-05-30,2017-05-30,Manhattan,0.6794966440000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0203,2017-05-30,2017-05-30,Manhattan,0.721685461,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0204,2017-05-30,2017-05-30,Manhattan,0.720171687,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0205,2017-05-30,2017-05-30,Manhattan,0.732287446,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0206,2017-05-30,2017-05-30,Manhattan,0.7143520000000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0207,2017-05-30,2017-05-30,Manhattan,0.725455044,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0208,2017-05-30,2017-05-30,Manhattan,0.755504781,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0209,2017-05-30,2017-05-30,Manhattan,0.7763925220000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0210,2017-05-30,2017-05-30,Manhattan,0.7599336059999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0211,2017-05-30,2017-05-30,Manhattan,0.704105682,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0212,2017-05-30,2017-05-30,Manhattan,0.726440427,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0213,2017-05-30,2017-05-30,Manhattan,0.698471721,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0214,2017-05-30,2017-05-30,Manhattan,0.690944362,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0215,2017-05-30,2017-05-30,Manhattan,0.6970102309999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0216,2017-05-30,2017-05-30,Manhattan,0.726528608,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0217,2017-05-30,2017-05-30,Manhattan,0.640155158,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0218,2017-05-30,2017-05-30,Manhattan,0.59908615,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0219,2017-05-30,2017-05-30,Manhattan,0.668422718,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-F-0220,2017-05-30,2017-05-30,Manhattan,0.6417884629999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0101,2017-05-30,2017-05-30,Manhattan,0.686704619,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0102,2017-05-30,2017-05-30,Manhattan,0.734463717,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0103,2017-05-30,2017-05-30,Manhattan,0.746618352,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0104,2017-05-30,2017-05-30,Manhattan,0.753839605,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0105,2017-05-30,2017-05-30,Manhattan,0.7502424059999999,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0106,2017-05-30,2017-05-30,Manhattan,0.766145883,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0107,2017-05-30,2017-05-30,Manhattan,0.789854416,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0108,2017-05-30,2017-05-30,Manhattan,0.771693489,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0109,2017-05-30,2017-05-30,Manhattan,0.7794807140000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0110,2017-05-30,2017-05-30,Manhattan,0.741194864,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
17-AYN4F-RL-U-0111,2017-05-30,2017-05-30,Manhattan,0.7909261040000001,27.73,13.73,1300.0750000000007,1117.699056664432,942.961923732565
